status,account,balance,date,gender,age,merchant_state,amount,movement,month,day
authorized,ACC-4258502723,5031.92,2018-10-13,F,24,VIC,16.47,debit,10,13
authorized,ACC-1598451071,1495.37,2018-10-13,F,26,QLD,25.66,debit,10,13
authorized,ACC-1903037542,5659.92,2018-10-13,M,30,QLD,11.21,debit,10,13
authorized,ACC-574997646,5176.61,2018-10-13,F,18,WA,29.44,debit,10,13
posted,ACC-2528867619,17775.04,2018-10-13,F,40,MISSING,196.0,debit,10,13
posted,ACC-1998563091,18880.24,2018-10-13,M,42,MISSING,45.0,debit,10,13
authorized,ACC-2681137560,11179.75,2018-10-13,M,31,NSW,8.97,debit,10,13
authorized,ACC-854938045,12337.32,2018-10-13,M,28,QLD,52.93,debit,10,13
authorized,ACC-2305712452,5906.7,2018-10-13,F,18,WA,26.25,debit,10,13
authorized,ACC-3689607373,7266.58,2018-10-13,F,20,WA,168.16,debit,10,13
posted,ACC-90814749,11541.98,2018-10-13,M,35,MISSING,44.0,debit,10,13
authorized,ACC-3881031190,9008.97,2018-10-13,M,37,NSW,73.37,debit,10,13
authorized,ACC-3881031190,8991.57,2018-10-13,M,37,ACT,17.4,debit,10,13
authorized,ACC-2988263882,6846.09,2018-10-13,M,44,VIC,15.61,debit,10,13
posted,ACC-37709441,16666.54,2018-10-13,M,18,MISSING,45.0,debit,10,13
authorized,ACC-3881031190,8790.04,2018-10-13,M,37,QLD,201.53,debit,10,13
authorized,ACC-3881031190,8708.12,2018-10-13,M,37,ACT,81.92,debit,10,13
authorized,ACC-2988263882,6819.46,2018-10-13,M,44,VIC,26.63,debit,10,13
authorized,ACC-966140392,10005.49,2018-10-13,M,21,VIC,17.36,debit,10,13
authorized,ACC-3021093232,9850.2,2018-10-13,F,30,NSW,51.92,debit,10,13
authorized,ACC-3485804958,28253.66,2018-10-13,F,34,SA,18.23,debit,10,13
authorized,ACC-2890243754,1820.58,2018-10-13,M,37,QLD,18.73,debit,10,13
authorized,ACC-958000567,8440.64,2018-10-13,F,34,VIC,58.78,debit,10,13
authorized,ACC-1903037542,5648.35,2018-10-13,M,30,QLD,11.57,debit,10,13
authorized,ACC-2673069055,15408.1,2018-10-13,M,24,QLD,35.73,debit,10,13
authorized,ACC-1903037542,5269.59,2018-10-13,M,30,QLD,378.76,debit,10,13
authorized,ACC-1799207998,9095.51,2018-10-13,F,20,NSW,8.56,debit,10,13
authorized,ACC-819621312,8718.74,2018-10-13,F,30,VIC,15.03,debit,10,13
authorized,ACC-1598451071,1487.44,2018-10-13,F,26,NSW,7.93,debit,10,13
posted,ACC-2920611728,9222.26,2018-10-13,M,69,MISSING,17.0,debit,10,13
posted,ACC-37709441,16645.54,2018-10-13,M,18,MISSING,21.0,debit,10,13
authorized,ACC-1279356312,10189.72,2018-10-13,M,44,VIC,30.54,debit,10,13
authorized,ACC-1652235822,21269.66,2018-10-13,F,38,VIC,18.16,debit,10,13
authorized,ACC-3233697971,12359.74,2018-10-13,F,34,NSW,11.31,debit,10,13
posted,ACC-854938045,12288.32,2018-10-13,M,28,MISSING,49.0,debit,10,13
authorized,ACC-1037050564,4303.03,2018-10-13,F,40,QLD,14.17,debit,10,13
authorized,ACC-3485804958,28194.44,2018-10-13,F,34,VIC,59.22,debit,10,13
authorized,ACC-2681137560,11158.31,2018-10-13,M,31,WA,21.44,debit,10,13
authorized,ACC-3879258709,201936.08,2018-10-13,F,40,VIC,16.96,debit,10,13
authorized,ACC-2897221629,6927.61,2018-10-13,M,23,SA,38.16,debit,10,13
authorized,ACC-2890243754,1815.8,2018-10-13,M,37,QLD,4.78,debit,10,13
posted,ACC-958000567,8423.64,2018-10-13,F,34,MISSING,17.0,debit,10,13
authorized,ACC-3481401842,7493.85,2018-10-13,F,25,WA,25.14,debit,10,13
authorized,ACC-3881031190,7585.04,2018-10-13,M,37,ACT,1123.08,debit,10,13
authorized,ACC-3481401842,7478.71,2018-10-13,F,25,WA,15.14,debit,10,13
posted,ACC-1973887809,7481.43,2018-10-13,M,26,MISSING,106.0,debit,10,13
authorized,ACC-3233697971,12264.97,2018-10-13,F,34,NSW,94.77,debit,10,13
authorized,ACC-2890243754,1795.74,2018-10-13,M,37,QLD,20.06,debit,10,13
authorized,ACC-1598451071,1477.92,2018-10-13,F,26,QLD,9.52,debit,10,13
authorized,ACC-3233697971,12227.23,2018-10-13,F,34,NSW,37.74,debit,10,13
authorized,ACC-2674800293,29697.92,2018-10-13,F,50,VIC,50.15,debit,10,13
posted,ACC-1598451071,839.09,2018-10-13,F,26,MISSING,612.0,debit,10,13
posted,ACC-1608363396,7730.68,2018-10-13,M,20,MISSING,788.0,debit,10,13
posted,ACC-4258502723,5003.92,2018-10-13,F,24,MISSING,28.0,debit,10,13
authorized,ACC-854938045,12140.66,2018-10-13,M,28,NSW,147.66,debit,10,13
authorized,ACC-3879258709,201923.77,2018-10-13,F,40,VIC,12.31,debit,10,13
authorized,ACC-1799207998,9080.41,2018-10-13,F,20,NSW,15.1,debit,10,13
authorized,ACC-1799207998,9068.79,2018-10-13,F,20,NSW,11.62,debit,10,13
authorized,ACC-3100725361,5120.57,2018-10-13,M,25,VIC,22.81,debit,10,13
authorized,ACC-1598451071,1464.51,2018-10-13,F,26,QLD,13.41,debit,10,13
authorized,ACC-1037050564,4276.81,2018-10-13,F,40,QLD,26.22,debit,10,13
authorized,ACC-414431115,5832.69,2018-10-13,F,43,NSW,26.19,debit,10,13
authorized,ACC-1598451071,1451.09,2018-10-13,F,26,QLD,13.42,debit,10,13
posted,ACC-1344825761,22638.41,2018-10-13,F,46,MISSING,28.0,debit,10,13
authorized,ACC-1037050564,4257.3,2018-10-13,F,40,QLD,19.51,debit,10,13
authorized,ACC-1443681913,5440.29,2018-10-13,M,31,NSW,9.17,debit,10,13
authorized,ACC-958000567,8381.47,2018-10-13,F,34,NT,42.17,debit,10,13
authorized,ACC-2014856841,266029.46,2018-10-13,M,46,VIC,134.61,debit,10,13
authorized,ACC-1598451071,827.45,2018-10-13,F,26,QLD,11.64,debit,10,13
authorized,ACC-2673069055,15399.28,2018-10-13,M,24,QLD,8.82,debit,10,13
authorized,ACC-2890243754,1776.22,2018-10-13,M,37,QLD,19.52,debit,10,13
authorized,ACC-4059612845,61504.05,2018-10-13,M,38,NT,71.42,debit,10,13
authorized,ACC-1652235822,21233.65,2018-10-13,F,38,VIC,36.01,debit,10,13
authorized,ACC-3879258709,201904.4,2018-10-13,F,40,VIC,19.37,debit,10,13
authorized,ACC-1598451071,820.55,2018-10-13,F,26,QLD,6.9,debit,10,13
authorized,ACC-1973887809,7415.71,2018-10-13,M,26,NSW,65.72,debit,10,13
authorized,ACC-1443681913,5423.12,2018-10-13,M,31,NSW,17.17,debit,10,13
authorized,ACC-1598451071,814.83,2018-10-13,F,26,QLD,5.72,debit,10,13
posted,ACC-1799207998,9038.79,2018-10-13,F,20,MISSING,30.0,debit,10,13
posted,ACC-854938045,12056.66,2018-10-13,M,28,MISSING,84.0,debit,10,13
authorized,ACC-3689607373,7242.7,2018-10-13,F,20,WA,23.88,debit,10,13
authorized,ACC-2674800293,29683.78,2018-10-13,F,50,VIC,14.14,debit,10,13
authorized,ACC-1037050564,4239.33,2018-10-13,F,40,QLD,17.97,debit,10,13
authorized,ACC-2249586092,10629.25,2018-10-13,M,19,SA,22.12,debit,10,13
posted,ACC-2014856841,265986.46,2018-10-13,M,46,MISSING,43.0,debit,10,13
posted,ACC-3954677887,7404.54,2018-10-13,F,47,MISSING,24.0,debit,10,13
authorized,ACC-38923874,43519.67,2018-10-13,M,38,NSW,39.0,debit,10,13
authorized,ACC-1652235822,21223.37,2018-10-13,F,38,NSW,10.28,debit,10,13
authorized,ACC-1903037542,5248.89,2018-10-13,M,30,QLD,20.7,debit,10,13
authorized,ACC-1903037542,5231.35,2018-10-14,M,30,QLD,17.54,debit,10,14
authorized,ACC-3689607373,7221.11,2018-10-14,F,20,WA,21.59,debit,10,14
authorized,ACC-3481401842,7474.5,2018-10-14,F,25,NSW,4.21,debit,10,14
authorized,ACC-2673069055,15386.03,2018-10-14,M,24,QLD,13.25,debit,10,14
authorized,ACC-3485804958,28109.87,2018-10-14,F,34,NSW,84.57,debit,10,14
posted,ACC-2107684084,10729.23,2018-10-14,M,22,MISSING,25.0,debit,10,14
authorized,ACC-958000567,8363.23,2018-10-14,F,34,NT,18.24,debit,10,14
posted,ACC-3233697971,12054.23,2018-10-14,F,34,MISSING,173.0,debit,10,14
posted,ACC-2901672282,11681.46,2018-10-14,M,22,MISSING,136.0,debit,10,14
posted,ACC-1056639002,53609.3,2018-10-14,M,22,MISSING,36.0,debit,10,14
posted,ACC-211792489,3190.46,2018-10-14,F,30,MISSING,149.0,debit,10,14
authorized,ACC-1683215619,7254.06,2018-10-14,M,38,SA,21.2,debit,10,14
posted,ACC-1438600314,4498.69,2018-10-14,F,35,MISSING,175.0,debit,10,14
posted,ACC-1496451953,19641.4,2018-10-14,M,43,MISSING,71.0,debit,10,14
posted,ACC-4258502723,4965.92,2018-10-14,F,24,MISSING,38.0,debit,10,14
authorized,ACC-2249586092,10610.99,2018-10-14,M,19,WA,18.26,debit,10,14
authorized,ACC-3827517394,44565.8,2018-10-14,M,28,NSW,7.79,debit,10,14
posted,ACC-3485804958,28078.87,2018-10-14,F,34,MISSING,31.0,debit,10,14
posted,ACC-559365433,3819.6,2018-10-14,F,64,MISSING,30.0,debit,10,14
authorized,ACC-2107684084,10720.57,2018-10-14,M,22,VIC,8.66,debit,10,14
posted,ACC-1523339231,68265.33,2018-10-14,M,40,MISSING,39.0,debit,10,14
posted,ACC-3771436525,5764.11,2018-10-14,M,20,MISSING,49.0,debit,10,14
authorized,ACC-1973887809,7409.34,2018-10-14,M,26,WA,6.37,debit,10,14
authorized,ACC-1799207998,8989.34,2018-10-14,F,20,NSW,49.45,debit,10,14
authorized,ACC-3879258709,201886.59,2018-10-14,F,40,VIC,17.81,debit,10,14
posted,ACC-2107684084,10687.57,2018-10-14,M,22,MISSING,33.0,debit,10,14
authorized,ACC-2681137560,11148.9,2018-10-14,M,31,SA,9.41,debit,10,14
authorized,ACC-1683215619,7224.94,2018-10-14,M,38,NSW,29.12,debit,10,14
authorized,ACC-1903037542,5217.8,2018-10-14,M,30,QLD,13.55,debit,10,14
authorized,ACC-90814749,11483.9,2018-10-14,M,35,NSW,58.08,debit,10,14
authorized,ACC-574997646,5168.05,2018-10-14,F,18,NSW,8.56,debit,10,14
authorized,ACC-80388494,7291.88,2018-10-14,M,28,VIC,24.14,debit,10,14
authorized,ACC-2014856841,265971.62,2018-10-14,M,46,VIC,14.84,debit,10,14
authorized,ACC-1973887809,7385.12,2018-10-14,M,26,WA,24.22,debit,10,14
authorized,ACC-1652235822,21193.81,2018-10-14,F,38,VIC,29.56,debit,10,14
authorized,ACC-3827517394,44544.77,2018-10-14,M,28,NSW,21.03,debit,10,14
posted,ACC-964839203,40243.82,2018-10-14,M,21,MISSING,42.0,debit,10,14
authorized,ACC-819621312,8685.29,2018-10-14,F,30,VIC,33.45,debit,10,14
authorized,ACC-3481401842,7456.32,2018-10-14,F,25,WA,18.18,debit,10,14
authorized,ACC-3021093232,9826.89,2018-10-14,F,30,NSW,23.31,debit,10,14
authorized,ACC-2674800293,29647.71,2018-10-14,F,50,VIC,36.07,debit,10,14
authorized,ACC-3485804958,28048.55,2018-10-14,F,34,ACT,30.32,debit,10,14
posted,ACC-3233697971,11894.23,2018-10-14,F,34,MISSING,160.0,debit,10,14
posted,ACC-3827517394,44501.42,2018-10-14,M,28,MISSING,28.0,debit,10,14
posted,ACC-1496451953,19610.4,2018-10-14,M,43,MISSING,31.0,debit,10,14
posted,ACC-2615038700,32655.21,2018-10-14,F,43,MISSING,38.0,debit,10,14
posted,ACC-854938045,12022.66,2018-10-14,M,28,MISSING,34.0,debit,10,14
authorized,ACC-1608363396,7707.35,2018-10-14,M,20,WA,23.33,debit,10,14
authorized,ACC-602667573,18229.33,2018-10-14,M,40,NSW,5.11,debit,10,14
authorized,ACC-3481401842,7442.24,2018-10-14,F,25,NSW,14.08,debit,10,14
authorized,ACC-602667573,18180.92,2018-10-14,M,40,NSW,48.41,debit,10,14
authorized,ACC-1217063613,4510.78,2018-10-14,F,27,QLD,22.91,debit,10,14
authorized,ACC-1903037542,5208.14,2018-10-14,M,30,QLD,9.66,debit,10,14
authorized,ACC-3771436525,5756.27,2018-10-14,M,20,SA,7.84,debit,10,14
authorized,ACC-3827517394,44529.42,2018-10-14,M,28,NSW,15.35,debit,10,14
posted,ACC-2249586092,10568.37,2018-10-14,M,19,MISSING,37.0,debit,10,14
authorized,ACC-1608363396,7695.44,2018-10-14,M,20,NSW,11.91,debit,10,14
authorized,ACC-2249586092,10605.37,2018-10-14,M,19,WA,5.62,debit,10,14
authorized,ACC-354106658,13941.39,2018-10-14,F,39,NSW,51.14,debit,10,14
posted,ACC-414431115,5660.69,2018-10-14,F,43,MISSING,172.0,debit,10,14
authorized,ACC-3100725361,5110.05,2018-10-14,M,25,QLD,10.52,debit,10,14
authorized,ACC-1652235822,21169.49,2018-10-14,F,38,VIC,24.32,debit,10,14
authorized,ACC-1998563091,18841.12,2018-10-14,M,42,SA,39.12,debit,10,14
authorized,ACC-1222300524,1358.8,2018-10-14,M,38,NSW,33.77,debit,10,14
posted,ACC-37709441,16605.54,2018-10-14,M,18,MISSING,40.0,debit,10,14
authorized,ACC-602667573,18162.84,2018-10-14,M,40,NSW,18.08,debit,10,14
authorized,ACC-3021093232,9798.08,2018-10-14,F,30,NSW,28.81,debit,10,14
authorized,ACC-3481401842,7438.01,2018-10-14,F,25,WA,4.23,debit,10,14
authorized,ACC-1903037542,5194.17,2018-10-14,M,30,QLD,13.97,debit,10,14
authorized,ACC-240804743,18452.02,2018-10-14,M,29,WA,9.27,debit,10,14
authorized,ACC-3084464802,9412.53,2018-10-14,F,19,VIC,11.16,debit,10,14
authorized,ACC-3084464802,9386.81,2018-10-14,F,19,VIC,25.72,debit,10,14
authorized,ACC-3827517394,44328.95,2018-10-14,M,28,NSW,172.47,debit,10,14
authorized,ACC-3827517394,44300.5,2018-10-14,M,28,NSW,28.45,debit,10,14
authorized,ACC-1217063613,4429.37,2018-10-14,F,27,VIC,81.41,debit,10,14
authorized,ACC-1998563091,18809.4,2018-10-14,M,42,QLD,31.72,debit,10,14
authorized,ACC-354106658,13928.52,2018-10-14,F,39,NSW,12.87,debit,10,14
authorized,ACC-240804743,18436.92,2018-10-14,M,29,NSW,15.1,debit,10,14
authorized,ACC-1683215619,7162.56,2018-10-14,M,38,NSW,62.38,debit,10,14
authorized,ACC-38923874,43505.09,2018-10-14,M,38,NSW,14.58,debit,10,14
authorized,ACC-1799207998,8969.6,2018-10-14,F,20,NSW,19.74,debit,10,14
authorized,ACC-2249586092,10565.29,2018-10-14,M,19,WA,3.08,debit,10,14
posted,ACC-211792489,3168.46,2018-10-14,F,30,MISSING,22.0,debit,10,14
authorized,ACC-602667573,18123.37,2018-10-14,M,40,NSW,39.47,debit,10,14
authorized,ACC-1443681913,5400.16,2018-10-14,M,31,NSW,22.96,debit,10,14
authorized,ACC-1217063613,4418.31,2018-10-14,F,27,VIC,11.06,debit,10,14
authorized,ACC-3771436525,5734.54,2018-10-14,M,20,VIC,21.73,debit,10,14
authorized,ACC-3485804958,27969.39,2018-10-14,F,34,SA,79.16,debit,10,14
authorized,ACC-1222300524,1343.26,2018-10-14,M,38,NSW,15.54,debit,10,14
posted,ACC-2681137560,11103.9,2018-10-14,M,31,MISSING,45.0,debit,10,14
authorized,ACC-574997646,5144.57,2018-10-14,F,18,NSW,23.48,debit,10,14
authorized,ACC-1683215619,7149.55,2018-10-14,M,38,NSW,13.01,debit,10,14
authorized,ACC-602667573,18104.42,2018-10-14,M,40,NSW,18.95,debit,10,14
posted,ACC-1650504218,15411.88,2018-10-14,F,23,MISSING,18.0,debit,10,14
posted,ACC-37709441,16578.54,2018-10-14,M,18,MISSING,27.0,debit,10,14
posted,ACC-2970114956,11342.1,2018-10-14,M,26,MISSING,149.0,debit,10,14
authorized,ACC-1683215619,7133.45,2018-10-14,M,38,SA,16.1,debit,10,14
authorized,ACC-3541460373,4503.69,2018-10-14,M,24,VIC,23.36,debit,10,14
authorized,ACC-1799207998,8956.29,2018-10-14,F,20,NSW,13.31,debit,10,14
authorized,ACC-3485804958,27938.45,2018-10-14,F,34,SA,30.94,debit,10,14
authorized,ACC-1903037542,5185.66,2018-10-14,M,30,QLD,8.51,debit,10,14
posted,ACC-240804743,18388.92,2018-10-14,M,29,MISSING,48.0,debit,10,14
posted,ACC-2897221629,6885.61,2018-10-14,M,23,MISSING,42.0,debit,10,14
posted,ACC-1903037542,5093.99,2018-10-14,M,30,MISSING,78.0,debit,10,14
authorized,ACC-3485804958,27924.04,2018-10-14,F,34,NSW,14.41,debit,10,14
authorized,ACC-2673069055,15370.84,2018-10-14,M,24,QLD,15.19,debit,10,14
authorized,ACC-2305712452,5895.77,2018-10-14,F,18,NSW,10.93,debit,10,14
authorized,ACC-1222300524,1317.39,2018-10-14,M,38,NSW,25.87,debit,10,14
authorized,ACC-1903037542,5179.89,2018-10-14,M,30,QLD,5.77,debit,10,14
authorized,ACC-1903037542,5171.99,2018-10-14,M,30,QLD,7.9,debit,10,14
authorized,ACC-1608363396,7676.42,2018-10-14,M,20,NSW,19.02,debit,10,14
authorized,ACC-3084464802,9360.51,2018-10-14,F,19,VIC,26.3,debit,10,14
authorized,ACC-3481401842,7386.69,2018-10-14,F,25,WA,51.32,debit,10,14
posted,ACC-154431271,2117.35,2018-10-14,F,18,MISSING,50.0,debit,10,14
authorized,ACC-1710017148,13737.87,2018-10-14,F,19,NSW,13.13,debit,10,14
authorized,ACC-3481401842,7375.76,2018-10-14,F,25,NSW,10.93,debit,10,14
authorized,ACC-1683215619,7065.1,2018-10-14,M,38,NSW,68.35,debit,10,14
authorized,ACC-1903037542,5020.87,2018-10-14,M,30,QLD,73.12,debit,10,14
authorized,ACC-4258502723,4941.02,2018-10-14,F,24,VIC,24.9,debit,10,14
authorized,ACC-3827517394,44276.82,2018-10-14,M,28,NSW,23.68,debit,10,14
authorized,ACC-3541460373,4302.09,2018-10-14,M,24,VIC,201.6,debit,10,14
authorized,ACC-559365433,3808.18,2018-10-14,F,64,QLD,11.42,debit,10,14
authorized,ACC-1222300524,1306.79,2018-10-14,M,38,WA,10.6,debit,10,14
authorized,ACC-3827517394,44267.36,2018-10-14,M,28,NSW,9.46,debit,10,14
authorized,ACC-37709441,16571.43,2018-10-14,M,18,QLD,7.11,debit,10,14
authorized,ACC-3084464802,9344.19,2018-10-14,F,19,VIC,16.32,debit,10,14
authorized,ACC-3541460373,4277.25,2018-10-14,M,24,VIC,24.84,debit,10,14
posted,ACC-602667573,18079.42,2018-10-14,M,40,MISSING,25.0,debit,10,14
posted,ACC-2231965366,20602.81,2018-10-14,F,35,MISSING,901.0,debit,10,14
authorized,ACC-1998563091,18791.48,2018-10-14,M,42,ACT,17.92,debit,10,14
authorized,ACC-38923874,43484.09,2018-10-14,M,38,NSW,21.0,debit,10,14
authorized,ACC-1056639002,53573.3,2018-10-14,M,22,VIC,36.0,debit,10,14
authorized,ACC-1903037542,4990.9,2018-10-14,M,30,QLD,29.97,debit,10,14
posted,ACC-3084464802,9221.19,2018-10-14,F,19,MISSING,123.0,debit,10,14
authorized,ACC-4258502723,4930.24,2018-10-14,F,24,VIC,10.78,debit,10,14
authorized,ACC-1799207998,8931.52,2018-10-14,F,20,WA,24.77,debit,10,14
authorized,ACC-90814749,11418.21,2018-10-14,M,35,NSW,65.69,debit,10,14
authorized,ACC-1903037542,4965.99,2018-10-14,M,30,QLD,24.91,debit,10,14
authorized,ACC-819621312,8663.06,2018-10-15,F,30,VIC,22.23,debit,10,15
authorized,ACC-559365433,3789.47,2018-10-15,F,64,VIC,18.71,debit,10,15
posted,ACC-1349834573,16390.09,2018-10-15,M,39,MISSING,33.0,debit,10,15
posted,ACC-3084464802,9197.19,2018-10-15,F,19,MISSING,24.0,debit,10,15
posted,ACC-819621312,8597.06,2018-10-15,F,30,MISSING,66.0,debit,10,15
posted,ACC-2107684084,10653.57,2018-10-15,M,22,MISSING,34.0,debit,10,15
posted,ACC-1438600314,4463.69,2018-10-15,F,35,MISSING,35.0,debit,10,15
posted,ACC-3941181087,12265.58,2018-10-15,M,25,MISSING,172.0,debit,10,15
posted,ACC-4059612845,61309.05,2018-10-15,M,38,MISSING,195.0,debit,10,15
authorized,ACC-2897221629,6867.55,2018-10-15,M,23,NSW,18.06,debit,10,15
posted,ACC-3689607373,7114.11,2018-10-15,F,20,MISSING,107.0,debit,10,15
posted,ACC-3879258709,201835.59,2018-10-15,F,40,MISSING,51.0,debit,10,15
authorized,ACC-1222300524,1296.97,2018-10-15,M,38,NSW,9.82,debit,10,15
authorized,ACC-1438600314,4446.03,2018-10-15,F,35,SA,17.66,debit,10,15
authorized,ACC-37709441,16562.58,2018-10-15,M,18,QLD,8.85,debit,10,15
authorized,ACC-819621312,8552.0,2018-10-15,F,30,VIC,45.06,debit,10,15
authorized,ACC-80388494,7266.13,2018-10-15,M,28,VIC,25.75,debit,10,15
posted,ACC-2673069055,15331.84,2018-10-15,M,24,MISSING,39.0,debit,10,15
authorized,ACC-240804743,18379.63,2018-10-15,M,29,WA,9.29,debit,10,15
authorized,ACC-1496451953,19598.88,2018-10-15,M,43,VIC,11.52,debit,10,15
authorized,ACC-1598451071,809.03,2018-10-15,F,26,QLD,5.8,debit,10,15
authorized,ACC-819621312,8280.23,2018-10-15,F,30,VIC,271.77,debit,10,15
authorized,ACC-1683215619,7036.58,2018-10-15,M,38,SA,28.52,debit,10,15
authorized,ACC-1598451071,793.73,2018-10-15,F,26,QLD,15.3,debit,10,15
authorized,ACC-1608363396,7544.34,2018-10-15,M,20,NSW,132.08,debit,10,15
authorized,ACC-1443681913,5389.78,2018-10-15,M,31,NSW,10.38,debit,10,15
authorized,ACC-574997646,5120.87,2018-10-15,F,18,NSW,23.7,debit,10,15
authorized,ACC-2107684084,10640.51,2018-10-15,M,22,VIC,13.06,debit,10,15
posted,ACC-1496451953,19448.88,2018-10-15,M,43,MISSING,150.0,debit,10,15
authorized,ACC-90814749,11399.8,2018-10-15,M,35,WA,18.41,debit,10,15
authorized,ACC-1608363396,7516.68,2018-10-15,M,20,NSW,27.66,debit,10,15
authorized,ACC-2107684084,10435.85,2018-10-15,M,22,VIC,204.66,debit,10,15
authorized,ACC-1222300524,1283.86,2018-10-15,M,38,NSW,13.11,debit,10,15
authorized,ACC-1710017148,13725.32,2018-10-15,F,19,NSW,12.55,debit,10,15
authorized,ACC-1598451071,789.06,2018-10-15,F,26,QLD,4.67,debit,10,15
authorized,ACC-1973887809,7375.82,2018-10-15,M,26,WA,9.3,debit,10,15
authorized,ACC-819621312,8224.49,2018-10-15,F,30,VIC,55.74,debit,10,15
posted,ACC-4065652575,15678.86,2018-10-15,M,21,MISSING,3578.65,credit,10,15
posted,ACC-3233697971,13605.62,2018-10-15,F,34,MISSING,1711.39,credit,10,15
posted,ACC-3233697971,13559.62,2018-10-15,F,34,MISSING,46.0,debit,10,15
posted,ACC-847145727,61452.37,2018-10-15,M,19,MISSING,37.0,debit,10,15
posted,ACC-1037050564,5131.42,2018-10-15,F,40,MISSING,892.09,credit,10,15
posted,ACC-240804743,22784.93,2018-10-15,M,29,MISSING,4405.3,credit,10,15
posted,ACC-38923874,43442.09,2018-10-15,M,38,MISSING,42.0,debit,10,15
posted,ACC-3879258709,206051.63,2018-10-15,F,40,MISSING,4216.04,credit,10,15
authorized,ACC-1598451071,783.3,2018-10-15,F,26,QLD,5.76,debit,10,15
authorized,ACC-2920611728,9167.85,2018-10-15,M,69,VIC,54.41,debit,10,15
authorized,ACC-1710017148,13700.17,2018-10-15,F,19,SA,25.15,debit,10,15
posted,ACC-1438600314,5308.98,2018-10-15,F,35,MISSING,862.95,credit,10,15
posted,ACC-1443681913,3762.78,2018-10-15,M,31,MISSING,1627.0,debit,10,15
authorized,ACC-1598451071,747.67,2018-10-15,F,26,NSW,35.63,debit,10,15
authorized,ACC-240804743,22769.13,2018-10-15,M,29,QLD,15.8,debit,10,15
posted,ACC-2650850707,118342.23,2018-10-15,M,42,MISSING,3231.26,credit,10,15
posted,ACC-1496451953,22036.89,2018-10-15,M,43,MISSING,2588.01,credit,10,15
posted,ACC-2173390920,11405.52,2018-10-15,M,27,MISSING,1396.23,credit,10,15
posted,ACC-2615038700,33319.64,2018-10-15,F,43,MISSING,664.43,credit,10,15
posted,ACC-4258502723,5990.08,2018-10-15,F,24,MISSING,1059.84,credit,10,15
posted,ACC-2249586092,11555.84,2018-10-15,M,19,MISSING,990.55,credit,10,15
authorized,ACC-1799207998,8926.44,2018-10-15,F,20,NSW,5.08,debit,10,15
authorized,ACC-53508546,5834.71,2018-10-15,F,35,NSW,10.76,debit,10,15
authorized,ACC-1222300524,1277.53,2018-10-15,M,38,NSW,6.33,debit,10,15
posted,ACC-4065652575,15638.86,2018-10-15,M,21,MISSING,40.0,debit,10,15
posted,ACC-602667573,20359.78,2018-10-15,M,40,MISSING,2280.36,credit,10,15
posted,ACC-3827517394,44247.36,2018-10-15,M,28,MISSING,20.0,debit,10,15
posted,ACC-3021093232,11434.8,2018-10-15,F,30,MISSING,1636.72,credit,10,15
authorized,ACC-90814749,11363.92,2018-10-15,M,35,SA,35.88,debit,10,15
authorized,ACC-1710017148,13686.53,2018-10-15,F,19,NSW,13.64,debit,10,15
authorized,ACC-1598451071,739.12,2018-10-15,F,26,QLD,8.55,debit,10,15
posted,ACC-819621312,8169.49,2018-10-15,F,30,MISSING,55.0,debit,10,15
posted,ACC-354106658,19032.03,2018-10-15,F,39,MISSING,5103.51,credit,10,15
posted,ACC-354106658,24135.54,2018-10-15,F,39,MISSING,5103.51,credit,10,15
posted,ACC-1650504218,15389.88,2018-10-15,F,23,MISSING,22.0,debit,10,15
posted,ACC-240804743,22631.13,2018-10-15,M,29,MISSING,138.0,debit,10,15
authorized,ACC-1598451071,713.05,2018-10-15,F,26,QLD,26.07,debit,10,15
authorized,ACC-1799207998,8920.87,2018-10-15,F,20,NSW,5.57,debit,10,15
posted,ACC-154431271,1983.35,2018-10-15,F,18,MISSING,134.0,debit,10,15
authorized,ACC-3084464802,9172.97,2018-10-15,F,19,VIC,24.22,debit,10,15
authorized,ACC-1608363396,7495.76,2018-10-15,M,20,WA,20.92,debit,10,15
posted,ACC-3084464802,9136.97,2018-10-15,F,19,MISSING,36.0,debit,10,15
posted,ACC-4258502723,5937.08,2018-10-15,F,24,MISSING,53.0,debit,10,15
posted,ACC-854938045,14561.34,2018-10-15,M,28,MISSING,2538.68,credit,10,15
posted,ACC-1710017148,17663.99,2018-10-15,F,19,MISSING,3977.46,credit,10,15
authorized,ACC-90814749,11268.32,2018-10-15,M,35,NSW,95.6,debit,10,15
authorized,ACC-1222300524,1265.18,2018-10-15,M,38,NSW,12.35,debit,10,15
posted,ACC-1279356312,10025.72,2018-10-15,M,44,MISSING,164.0,debit,10,15
authorized,ACC-240804743,22597.12,2018-10-15,M,29,NSW,34.01,debit,10,15
authorized,ACC-1516130869,4727.04,2018-10-15,F,21,NT,25.22,debit,10,15
posted,ACC-37709441,16507.58,2018-10-15,M,18,MISSING,55.0,debit,10,15
authorized,ACC-2890243754,1763.47,2018-10-15,M,37,QLD,12.75,debit,10,15
authorized,ACC-3084464802,9113.54,2018-10-15,F,19,NSW,23.43,debit,10,15
posted,ACC-2920611728,9103.85,2018-10-15,M,69,MISSING,64.0,debit,10,15
posted,ACC-2650850707,118309.23,2018-10-15,M,42,MISSING,33.0,debit,10,15
posted,ACC-154431271,1922.35,2018-10-15,F,18,MISSING,61.0,debit,10,15
